Fecha,Empresa,Tipo,Número Desde,Neto Gravado,Neto No Gravado,Op. Exentas,IVA,Neto,Mes,Razon Social
30/04/2025,Deposito Avellaneda Sur S.A.,Facturas A,299,1491078,0,0,313126,1491078,2025-04,BA Comex
30/04/2025,Aerofit Srl,Facturas A,297,200000,0,0,42000,200000,2025-04,BA Comex
05/05/2025,Jupam Sa,Facturas A,304,484526,0,0,101750,484526,2025-05,BA Comex
05/05/2025,Luial S A,Facturas A,305,455030,0,0,95556,455030,2025-05,BA Comex
05/05/2025,Luial S A,Facturas A,306,417362,0,0,87646,417362,2025-05,BA Comex
05/05/2025,Aspee Monee Srl,Facturas A,301,200000,0,0,42000,200000,2025-05,BA Comex
05/05/2025,Fedtex,Facturas A,302,80000,0,0,16800,80000,2025-05,BA Comex
05/05/2025,Jupam Sa,Facturas A,303,496223,0,0,104207,496223,2025-05,BA Comex
06/05/2025,Fedtex,Facturas A,307,80000,0,0,16800,80000,2025-05,BA Comex
07/05/2025,Aspee Monee Srl,Facturas A,308,100000,0,0,21000,100000,2025-05,BA Comex
08/05/2025,Aerofit Srl,Facturas A,312,100000,0,0,21000,100000,2025-05,BA Comex
08/05/2025,Aspee Monee Srl,Facturas A,309,200000,0,0,42000,200000,2025-05,BA Comex
08/05/2025,Edelweiss Spedition Srl,Facturas A,310,397500,0,0,83475,397500,2025-05,BA Comex
08/05/2025,Aspee Monee Srl,Facturas A,313,400000,0,0,84000,400000,2025-05,BA Comex
08/05/2025,Liftvan International Company S A C,Facturas A,311,291500,0,0,61215,291500,2025-05,BA Comex
12/05/2025,Mercovan Argentina S.A.,Facturas A,314,1192500,0,0,250425,1192500,2025-05,BA Comex
12/05/2025,Aerofit Srl,Facturas A,315,100000,0,0,21000,100000,2025-05,BA Comex
13/05/2025,Jupam Sa,Facturas A,316,922110,0,0,193643,922110,2025-05,BA Comex
15/05/2025,Vc Textil S.R.L.,Facturas A,321,100000,0,0,21000,100000,2025-05,BA Comex
15/05/2025,Vc Textil S.R.L.,Facturas A,322,100000,0,0,21000,100000,2025-05,BA Comex
15/05/2025,Jupam Sa,Facturas A,319,519611,0,0,109118,519611,2025-05,BA Comex
15/05/2025,Jupam Sa,Facturas A,317,415121,0,0,87175,415121,2025-05,BA Comex
15/05/2025,Luial S A,Facturas A,320,531951,0,0,111710,531951,2025-05,BA Comex
15/05/2025,Jupam Sa,Facturas A,318,420221,0,0,88246,420221,2025-05,BA Comex
19/05/2025,Fedtex,Facturas A,324,80000,0,0,16800,80000,2025-05,BA Comex
19/05/2025,Aspee Monee Srl,Facturas A,323,200000,0,0,42000,200000,2025-05,BA Comex
20/05/2025,Aerofit Srl,Facturas A,325,100000,0,0,21000,100000,2025-05,BA Comex
20/05/2025,Fedtex,Facturas A,326,80000,0,0,16800,80000,2025-05,BA Comex
20/05/2025,Novelty Trend S.R.L.,Facturas A,327,583645,0,0,122566,583645,2025-05,BA Comex
21/05/2025,Aspee Monee Srl,Facturas A,328,400000,0,0,84000,400000,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,331,373136,0,0,78358,373136,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,337,832377,0,0,174799,832377,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,332,376484,0,0,79062,376484,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,333,1062719,0,0,223171,1062719,2025-05,BA Comex
22/05/2025,Luial S A,Facturas A,338,825416,0,0,173337,825416,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,329,398769,0,0,83741,398769,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,334,400901,0,0,84189,400901,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,335,520253,0,0,109253,520253,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,330,439052,0,0,92201,439052,2025-05,BA Comex
22/05/2025,Jupam Sa,Facturas A,336,520214,0,0,109245,520214,2025-05,BA Comex
23/05/2025,Aspee Monee Srl,Facturas A,339,100000,0,0,21000,100000,2025-05,BA Comex
26/05/2025,Jupam Sa,Facturas A,340,493429,0,0,103620,493429,2025-05,BA Comex
28/05/2025,Aerofit Srl,Facturas A,341,100000,0,0,21000,100000,2025-05,BA Comex
02/06/2025,Aspee Monee Srl,Facturas A,343,300000,0,0,63000,300000,2025-06,BA Comex
02/06/2025,Aerofit Srl,Facturas A,342,300000,0,0,63000,300000,2025-06,BA Comex
02/06/2025,Jupam Sa,Facturas A,344,369568,0,0,77609,369568,2025-06,BA Comex
06/06/2025,Jupam Sa,Facturas A,347,358074,0,0,75195,358074,2025-06,BA Comex
06/06/2025,Liftvan International Company S A C,Facturas A,348,162500,0,0,34125,162500,2025-06,BA Comex
06/06/2025,Jupam Sa,Facturas A,345,475317,0,0,99817,475317,2025-06,BA Comex
06/06/2025,Jupam Sa,Facturas A,346,424586,0,0,89163,424586,2025-06,BA Comex
09/06/2025,Edelweiss Spedition Srl,Facturas A,349,357500,0,0,75075,357500,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,350,407263,0,0,85525,407263,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,354,470702,0,0,98847,470702,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,355,481981,0,0,101216,481981,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,351,457750,0,0,96128,457750,2025-06,BA Comex
12/06/2025,Aspee Monee Srl,Facturas A,356,200000,0,0,42000,200000,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,352,351820,0,0,73882,351820,2025-06,BA Comex
12/06/2025,Mercovan Argentina S.A.,Facturas A,358,780000,0,0,163800,780000,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,357,410628,0,0,86232,410628,2025-06,BA Comex
12/06/2025,Jupam Sa,Facturas A,353,396602,0,0,83286,396602,2025-06,BA Comex
13/06/2025,Jupam Sa,Facturas A,361,391175,0,0,82147,391175,2025-06,BA Comex
13/06/2025,Jupam Sa,Facturas A,362,599284,0,0,125850,599284,2025-06,BA Comex
13/06/2025,Jupam Sa,Facturas A,359,514307,0,0,108005,514307,2025-06,BA Comex
13/06/2025,Jupam Sa,Facturas A,363,434366,0,0,91217,434366,2025-06,BA Comex
13/06/2025,Jupam Sa,Facturas A,360,444919,0,0,93433,444919,2025-06,BA Comex
13/06/2025,Jupam Sa,Facturas A,364,364072,0,0,76455,364072,2025-06,BA Comex
17/06/2025,Novelty Trend S.R.L.,Facturas A,367,657675,0,0,138112,657675,2025-06,BA Comex
17/06/2025,Aerofit Srl,Facturas A,365,100000,0,0,21000,100000,2025-06,BA Comex
17/06/2025,Jupam Sa,Facturas A,366,412447,0,0,86614,412447,2025-06,BA Comex
23/06/2025,Jupam Sa,Facturas A,371,425071,0,0,89265,425071,2025-06,BA Comex
23/06/2025,Aspee Monee Srl,Facturas A,368,100000,0,0,21000,100000,2025-06,BA Comex
23/06/2025,Jupam Sa,Facturas A,372,501348,0,0,105283,501348,2025-06,BA Comex
23/06/2025,Jupam Sa,Facturas A,369,437150,0,0,91802,437150,2025-06,BA Comex
23/06/2025,Jupam Sa,Facturas A,370,353744,0,0,74286,353744,2025-06,BA Comex
23/06/2025,Aerofit Srl,Facturas A,373,200000,0,0,42000,200000,2025-06,BA Comex
24/06/2025,Jupam Sa,Facturas A,376,396646,0,0,83296,396646,2025-06,BA Comex
24/06/2025,Aspee Monee Srl,Facturas A,374,200000,0,0,42000,200000,2025-06,BA Comex
24/06/2025,Jupam Sa,Facturas A,377,392943,0,0,82518,392943,2025-06,BA Comex
24/06/2025,Fedtex,Facturas A,378,160000,0,0,33600,160000,2025-06,BA Comex
24/06/2025,Jupam Sa,Facturas A,375,424064,0,0,89053,424064,2025-06,BA Comex
26/06/2025,Fedtex,Facturas A,380,160000,0,0,33600,160000,2025-06,BA Comex
26/06/2025,Aspee Monee Srl,Facturas A,379,100000,0,0,21000,100000,2025-06,BA Comex
30/06/2025,Jupam Sa,Facturas A,382,546197,0,0,114701,546197,2025-06,BA Comex
30/06/2025,Aspee Monee Srl,Facturas A,381,200000,0,0,42000,200000,2025-06,BA Comex
30/06/2025,Jupam Sa,Facturas A,383,409591,0,0,86014,409591,2025-06,BA Comex
01/07/2025,Alsina Motos Srl,Facturas A,385,2588105,0,0,543502,2588105,2025-07,BA Comex
01/07/2025,Aerofit Srl,Facturas A,384,100000,0,0,21000,100000,2025-07,BA Comex
02/07/2025,Aerofit Srl,Facturas A,386,200000,0,0,42000,200000,2025-07,BA Comex
02/07/2025,Aspee Monee Srl,Facturas A,387,100000,0,0,21000,100000,2025-07,BA Comex
03/07/2025,Aerofit Srl,Facturas A,388,300000,0,0,63000,300000,2025-07,BA Comex
03/07/2025,Neocargo Sa,Facturas A,389,2420000,0,0,508200,2420000,2025-07,BA Comex
04/07/2025,Jupam Sa,Facturas A,392,392383,0,0,82400,392383,2025-07,BA Comex
04/07/2025,Aspee Monee Srl,Facturas A,390,300000,0,0,63000,300000,2025-07,BA Comex
04/07/2025,Jupam Sa,Facturas A,393,456841,0,0,95937,456841,2025-07,BA Comex
04/07/2025,Jupam Sa,Facturas A,391,402439,0,0,84512,402439,2025-07,BA Comex
08/07/2025,Alsina Motos Srl,Facturas A,395,594500,0,0,124845,594500,2025-07,BA Comex
08/07/2025,Alsina Motos Srl,Facturas A,394,614500,0,0,129045,614500,2025-07,BA Comex
11/07/2025,Jupam Sa,Facturas A,398,1631817,0,0,342682,1631817,2025-07,BA Comex
11/07/2025,Jupam Sa,Facturas A,397,845986,0,0,177657,845986,2025-07,BA Comex
11/07/2025,Aspee Monee Srl,Facturas A,396,100000,0,0,21000,100000,2025-07,BA Comex
15/07/2025,Aspee Monee Srl,Facturas A,399,200000,0,0,42000,200000,2025-07,BA Comex
15/07/2025,Jupam Sa,Facturas A,400,464471,0,0,97539,464471,2025-07,BA Comex
17/07/2025,Jupam Sa,Facturas A,401,463016,0,0,97233,463016,2025-07,BA Comex
17/07/2025,Novelty Trend S.R.L.,Facturas A,402,546911,0,0,114851,546911,2025-07,BA Comex
22/07/2025,Fedtex,Facturas A,404,80000,0,0,16800,80000,2025-07,BA Comex
22/07/2025,Jupam Sa,Facturas A,405,892093,0,0,187340,892093,2025-07,BA Comex
22/07/2025,Aspee Monee Srl,Facturas A,403,500000,0,0,105000,500000,2025-07,BA Comex
23/07/2025,Fedtex,Facturas A,406,80000,0,0,16800,80000,2025-07,BA Comex
24/07/2025,Fedtex,Facturas A,407,80000,0,0,16800,80000,2025-07,BA Comex
28/07/2025,Aspee Monee Srl,Facturas A,408,200000,0,0,42000,200000,2025-07,BA Comex
28/07/2025,Jupam Sa,Facturas A,409,601225,0,0,126257,601225,2025-07,BA Comex
29/07/2025,Jupam Sa,Facturas A,411,656899,0,0,137949,656899,2025-07,BA Comex
29/07/2025,Jupam Sa,Facturas A,412,513839,0,0,107906,513839,2025-07,BA Comex
29/07/2025,Aspee Monee Srl,Facturas A,410,100000,0,0,21000,100000,2025-07,BA Comex
31/07/2025,Aspee Monee Srl,Facturas A,413,300000,0,0,63000,300000,2025-07,BA Comex
01/08/2025,Aspee Monee Srl,Facturas A,414,100000,0,0,21000,100000,2025-08,BA Comex
07/08/2025,Aspee Monee Srl,Facturas A,415,1200000,0,0,252000,1200000,2025-08,BA Comex
11/08/2025,Luial S A,Facturas A,416,660229,0,0,138648,660229,2025-08,BA Comex
14/08/2025,Novelty Trend S.R.L.,Facturas A,417,696743,0,0,146316,696743,2025-08,BA Comex
18/08/2025,Mercovan Argentina S.A.,Facturas A,420,1960000,0,0,411600,1960000,2025-08,BA Comex
18/08/2025,Alsina Motos Srl,Facturas A,418,2445914,0,0,513642,2445914,2025-08,BA Comex
18/08/2025,Alsina Motos Srl,Facturas A,419,976786,0,0,205125,976786,2025-08,BA Comex
18/08/2025,Edelweiss Spedition Srl,Facturas A,421,360000,0,0,75600,360000,2025-08,BA Comex
19/08/2025,Fedtex,Facturas A,423,80000,0,0,16800,80000,2025-08,BA Comex
19/08/2025,Aspee Monee Srl,Facturas A,422,300000,0,0,63000,300000,2025-08,BA Comex
20/08/2025,Aspee Monee Srl,Facturas A,424,150000,0,0,31500,150000,2025-08,BA Comex
22/08/2025,Luial S A,Facturas A,425,648373,0,0,136158,648373,2025-08,BA Comex
26/08/2025,Jupam Sa,Facturas A,427,767677,0,0,161212,767677,2025-08,BA Comex
26/08/2025,Luial S A,Facturas A,428,646718,0,0,135811,646718,2025-08,BA Comex
26/08/2025,Aspee Monee Srl,Facturas A,426,1050000,0,0,220500,1050000,2025-08,BA Comex
28/08/2025,Aspee Monee Srl,Facturas A,429,300000,0,0,63000,300000,2025-08,BA Comex
31/01/2025,Deposito Avellaneda Sur S.A.,Facturas C,65,0,3500000,0,0,3500000,2025-01,De la Arena Coll Manuel
28/02/2025,Deposito Avellaneda Sur S.A.,Facturas C,66,0,4000000,0,0,4000000,2025-02,De la Arena Coll Manuel
31/03/2025,Deposito Avellaneda Sur S.A.,Facturas C,67,0,4000000,0,0,4000000,2025-03,De la Arena Coll Manuel
30/04/2025,Deposito Avellaneda Sur S.A.,Facturas C,68,0,4000000,0,0,4000000,2025-04,De la Arena Coll Manuel
16/05/2025,Leoni Maria Jose,Facturas C,69,0,176000,0,0,176000,2025-05,De la Arena Coll Manuel
21/05/2025,Valenzuela Ricardo Patricio,Facturas C,70,0,162500,0,0,162500,2025-05,De la Arena Coll Manuel
31/05/2025,Deposito Avellaneda Sur S.A.,Facturas C,71,0,4000000,0,0,4000000,2025-05,De la Arena Coll Manuel
30/06/2025,Deposito Avellaneda Sur S.A.,Facturas C,72,0,4000000,0,0,4000000,2025-06,De la Arena Coll Manuel
30/06/2025,Deposito Avellaneda Sur S.A.,Facturas C,73,0,2000,0,0,2000,2025-06,De la Arena Coll Manuel
30/06/2025,Valenzuela Ricardo Patricio,Facturas C,74,0,162500,0,0,162500,2025-06,De la Arena Coll Manuel
30/06/2025,Deposito Avellaneda Sur S.A.,Facturas C,75,0,2000000,0,0,2000000,2025-06,De la Arena Coll Manuel
30/06/2025,Deposito Avellaneda Sur S.A.,Notas De Credito C,1,0,0,0,0,0,2025-06,De la Arena Coll Manuel
31/07/2025,Leoni Maria Jose,Facturas C,77,0,176000,0,0,176000,2025-07,De la Arena Coll Manuel
31/07/2025,Valenzuela Ricardo Patricio,Facturas C,76,0,162500,0,0,162500,2025-07,De la Arena Coll Manuel
31/07/2025,Deposito Avellaneda Sur S.A.,Facturas C,78,0,4000000,0,0,4000000,2025-07,De la Arena Coll Manuel
31/01/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,46,97904,0,1902312,10280,2000216,2025-01,De la Arena Martin
31/01/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,47,1272752,0,3007628,133639,4280380,2025-01,De la Arena Martin
31/01/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,48,3456981,0,1332671,362983,4789652,2025-01,De la Arena Martin
10/02/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,54,0,0,3870152,0,3870152,2025-02,De la Arena Martin
10/02/2025,Obra Social De Petroleros O S Pe,Factura De Crédito Electrónica Mipymes (Fce) A,49,0,0,4055052,0,4055052,2025-02,De la Arena Martin
24/02/2025,Tisec Srl,Facturas A,72,0,0,6029218,0,6029218,2025-02,De la Arena Martin
26/02/2025,Tisec Srl,Facturas A,73,0,0,3814377,0,3814377,2025-02,De la Arena Martin
26/02/2025,Sanatorio Modelo S A,Facturas A,74,0,0,6669583,0,6669583,2025-02,De la Arena Martin
05/03/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,50,14443240,0,1332671,1516540,15775911,2025-03,De la Arena Martin
11/03/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,55,0,0,1611142,0,1611142,2025-03,De la Arena Martin
12/03/2025,Obra Social De Petroleros O S Pe,Facturas A,75,0,0,226476,0,226476,2025-03,De la Arena Martin
17/03/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,51,4772599,0,480955,501123,5253554,2025-03,De la Arena Martin
15/04/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,56,0,0,2212094,0,2212094,2025-04,De la Arena Martin
29/04/2025,Osde Organizacion De Servicios Directos Empresarios,Facturas A,76,130000,0,2704757,13650,2834757,2025-04,De la Arena Martin
29/04/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,52,2749871,0,11598950,288736,14348821,2025-04,De la Arena Martin
12/05/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,57,0,0,2551606,0,2551606,2025-05,De la Arena Martin
29/05/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,53,1179804,0,8202911,123879,9382715,2025-05,De la Arena Martin
06/06/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,58,0,0,2882570,0,2882570,2025-06,De la Arena Martin
13/06/2025,Osde Organizacion De Servicios Directos Empresarios,Factura De Crédito Electrónica Mipymes (Fce) A,54,6236730,0,10625540,654857,16862270,2025-06,De la Arena Martin
23/06/2025,Obra Social De Petroleros O S Pe,Facturas A,77,0,0,679428,0,679428,2025-06,De la Arena Martin
10/07/2025,Obra Social De Petroleros O S Pe,Facturas A,78,0,0,905904,0,905904,2025-07,De la Arena Martin
10/07/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,59,0,0,2735808,0,2735808,2025-07,De la Arena Martin
12/08/2025,Sanatorio Modelo S A,Facturas A,79,0,0,15133824,0,15133824,2025-08,De la Arena Martin
13/08/2025,Obra Social De Petroleros O S Pe,Facturas A,80,0,0,1465602,0,1465602,2025-08,De la Arena Martin
13/08/2025,Instituto De Obra Social De Las Fuerzas Armadas (Iosfa),Facturas B,60,0,0,4238432,0,4238432,2025-08,De la Arena Martin
21/08/2025,Osde Organizacion De Servicios Directos Empresarios,Facturas A,82,0,0,1690000,0,1690000,2025-08,De la Arena Martin
21/08/2025,Osde Organizacion De Servicios Directos Empresarios,Facturas A,83,1784795,0,1444704,187404,3229499,2025-08,De la Arena Martin
21/08/2025,Osde Organizacion De Servicios Directos Empresarios,Facturas A,84,1656004,0,1926272,173880,3582276,2025-08,De la Arena Martin
21/08/2025,Osde Organizacion De Servicios Directos Empresarios,Facturas A,81,0,0,1690000,0,1690000,2025-08,De la Arena Martin
21/08/2025,Osde Organizacion De Servicios Directos Empresarios,Notas De Credito A,6,0,0,-1690000,0,-1690000,2025-08,De la Arena Martin
02/01/2025,Arleather S.R.L.,Facturas A,24072,355200,0,0,74592,355200,2025-01,Deposito Avellaneda Sur
02/01/2025,Global Rover Logistic Srl,Facturas A,24073,980000,0,0,205800,980000,2025-01,Deposito Avellaneda Sur
